t_s,ref_rpm,rpm_hil,u_hil,rpm_sim,u_sim
3.48,800.0,799.9999002580847,5.4223,799.9999999999415,5.42230052642476
3.49,800.0,799.9999002581173,5.4223,799.9999999999551,5.422300526424789
3.5,800.0,799.9999002581445,5.4223,799.9999999999686,5.42230052642471
3.5100000000000002,800.0,799.9999002581618,5.4223,799.999999999982,5.422300526424524
3.52,800.0,799.9999002581753,5.4223,799.999999999982,5.422300526424672
3.5300000000000002,800.0,799.9999002581889,5.4223,799.999999999982,5.422300526424819
3.54,800.0,799.9999002582025,5.4223,799.9999999999939,5.422300526424576
3.5500000000000003,800.0,799.9999002582026,5.4223,799.9999999999944,5.422300526424607
3.56,800.0,799.9999002582026,5.4223,799.9999999999944,5.422300526424652
3.5700000000000003,800.0,799.9999002582026,5.4223,799.9999999999944,5.4223005264246975
3.58,800.0,799.9999002582026,5.4223,799.9999999999944,5.422300526424743
3.59,800.0,799.9999002582026,5.4223,799.9999999999944,5.422300526424788
3.6,800.0,799.9999002582026,5.4223,799.9999999999944,5.422300526424833
3.61,800.0,799.9999002582026,5.4223,800.0000000000045,5.422300526424581
3.62,800.0,799.9999002582026,5.4223,800.0000000000045,5.422300526424544
3.63,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424688
3.64,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424698
3.65,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424709
3.66,800.0,799.9999002582026,5.4223,799.9999999999987,5.42230052642472
3.67,800.0,799.9999002582026,5.4223,799.9999999999987,5.42230052642473
3.68,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424741
3.69,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424752
3.7,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424762
3.71,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424773
3.72,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424784
3.73,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424794
3.74,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424805
3.75,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424816
3.7600000000000002,800.0,799.9999002582026,5.4223,799.9999999999987,5.422300526424826
3.77,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424758
3.7800000000000002,800.0,799.9999002582026,5.4223,800.0000000000015,5.4223005264247455
3.79,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424733
3.8000000000000003,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424721
3.81,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424708
3.8200000000000003,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424696
3.83,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424683
3.84,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424671
3.85,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424658
3.86,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424646
3.87,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424634
3.88,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424621
3.89,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424609
3.9,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424596
3.91,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424584
3.92,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424571
3.93,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424559
3.94,800.0,799.9999002582026,5.4223,800.0000000000015,5.4223005264245465
3.95,800.0,799.9999002582026,5.4223,800.0000000000015,5.422300526424534
3.96,800.0,799.9999002582026,5.4223,799.9999999999973,5.422300526424639
3.97,800.0,799.9999002582026,5.4223,799.9999999999973,5.422300526424661
3.98,800.0,799.9999002582026,5.4223,799.9999999999973,5.422300526424683
3.99,800.0,799.9999002582026,5.4223,799.9999999999973,5.4223005264247055
